ID Transaksi,Produk,Kategori,Satuan,Kuantitas,Harga Satuan,Total Harga,Tanggal Pembelian
T1273,Pipa PVC,Bahan Logam dan PVC,Batang,5,50000,250000,1/2/2024
T1800,Batu Bata,Material Konstruksi,Buah,9,1000,9000,1/6/2024
T1778,Sambungan PVC,Bahan Logam dan PVC,Buah,8,11000,88000,1/6/2024
T1400,Cat Tembok,Cat,Kaleng,8,232000,1856000,1/9/2024
T1091,Batu Bata,Material Konstruksi,Buah,6,1000,6000,1/4/2024
T1935,Semen,Material Konstruksi,Zak,10,63000,630000,1/2/2024
T1224,Semen,Material Konstruksi,Zak,2,63000,126000,1/1/2024
T1588,Sambungan PVC,Bahan Logam dan PVC,Buah,1,11000,11000,1/4/2024
T1193,Batu Bata,Material Konstruksi,Buah,7,1000,7000,1/6/2024
T1121,Kuas,Alat,Buah,10,18000,180000,1/2/2024
T1886,Pasir,Material Konstruksi,Meter Kubik,10,447000,4470000,1/1/2024
T1634,Pipa PVC,Bahan Logam dan PVC,Batang,3,50000,150000,1/6/2024
T1222,Sambungan PVC,Bahan Logam dan PVC,Buah,6,11000,66000,1/9/2024
T1110,Pasir,Material Konstruksi,Meter Kubik,8,447000,3576000,1/7/2024
T1021,Besi Beton,Bahan Logam dan PVC,Batang,4,101000,404000,1/3/2024
T1013,Sambungan PVC,Bahan Logam dan PVC,Buah,10,11000,110000,1/2/2024
T1908,Batu Bata,Material Konstruksi,Buah,7,1000,7000,1/9/2024
T1749,Cat Tembok,Cat,Kaleng,10,232000,2320000,1/4/2024
T1308,Pipa PVC,Bahan Logam dan PVC,Batang,7,50000,350000,1/7/2024
T1913,Cat Tembok,Cat,Kaleng,2,232000,464000,1/3/2024
T1311,Batu Bata,Material Konstruksi,Buah,5,1000,5000,1/9/2024
T1754,Cat Tembok,Cat,Kaleng,10,232000,2320000,1/3/2024
T1902,Batu Bata,Material Konstruksi,Buah,1,1000,1000,1/1/2024
T1956,Cat Kayu,Cat,Kaleng,10,89000,890000,1/8/2024
T1515,Besi Beton,Bahan Logam dan PVC,Batang,5,101000,505000,1/4/2024
T1946,Pipa PVC,Bahan Logam dan PVC,Batang,2,50000,100000,1/9/2024
T1865,Besi Beton,Bahan Logam dan PVC,Batang,10,101000,1010000,1/4/2024
T1931,Pasir,Material Konstruksi,Meter Kubik,2,447000,894000,1/6/2024
T1754,Kuas,Alat,Buah,10,18000,180000,1/3/2024
T1529,Batu Bata,Material Konstruksi,Buah,3,1000,3000,1/8/2024
T1866,Cat Kayu,Cat,Kaleng,1,89000,89000,1/8/2024
T1939,Besi Beton,Bahan Logam dan PVC,Batang,7,101000,707000,1/2/2024
T1836,Kuas,Alat,Buah,5,18000,90000,1/6/2024
T1380,Sambungan PVC,Bahan Logam dan PVC,Buah,6,11000,66000,1/8/2024
T1129,Kuas,Alat,Buah,9,18000,162000,1/7/2024
T1890,Batu Bata,Material Konstruksi,Buah,1,1000,1000,1/9/2024
T1260,Sambungan PVC,Bahan Logam dan PVC,Buah,2,11000,22000,1/1/2024
T1300,Pipa PVC,Bahan Logam dan PVC,Batang,8,50000,400000,1/7/2024
T1269,Cat Tembok,Cat,Kaleng,6,232000,1392000,1/9/2024
T1971,Semen,Material Konstruksi,Zak,5,63000,315000,1/1/2024
T1686,Sambungan PVC,Bahan Logam dan PVC,Buah,6,11000,66000,1/5/2024
T1155,Cat Kayu,Cat,Kaleng,1,89000,89000,1/6/2024
T1333,Besi Beton,Bahan Logam dan PVC,Batang,2,101000,202000,1/2/2024
T2043,Sambungan PVC,Bahan Logam dan PVC,Buah,5,11000,55000,1/1/2024
T1197,Kuas,Alat,Buah,3,18000,54000,1/5/2024
T2008,Cat Kayu,Cat,Kaleng,5,89000,445000,1/3/2024
T1241,Besi Beton,Bahan Logam dan PVC,Batang,5,101000,505000,1/8/2024
T2062,Pasir,Material Konstruksi,Meter Kubik,9,447000,4023000,1/8/2024
T1150,Pasir,Material Konstruksi,Meter Kubik,7,447000,3129000,1/4/2024
T1891,Pasir,Material Konstruksi,Meter Kubik,10,447000,4470000,1/7/2024
T1128,Pipa PVC,Bahan Logam dan PVC,Batang,2,50000,100000,1/7/2024
T1516,Pipa PVC,Bahan Logam dan PVC,Batang,6,50000,300000,1/6/2024
T1310,Pasir,Material Konstruksi,Meter Kubik,1,447000,447000,1/7/2024
T1302,Pasir,Material Konstruksi,Meter Kubik,2,447000,894000,1/8/2024
T1344,Semen,Material Konstruksi,Zak,8,63000,504000,1/4/2024
T1360,Semen,Material Konstruksi,Zak,1,63000,63000,1/2/2024
T1574,Pasir,Material Konstruksi,Meter Kubik,6,447000,2682000,1/9/2024
T1687,Semen,Material Konstruksi,Zak,9,63000,567000,1/9/2024
T1970,Cat Kayu,Cat,Kaleng,9,89000,801000,1/4/2024
T1493,Pasir,Material Konstruksi,Meter Kubik,6,447000,2682000,1/4/2024
T1396,Batu Bata,Material Konstruksi,Buah,3,1000,3000,1/9/2024
T1821,Kuas,Alat,Buah,3,18000,54000,1/7/2024
T1710,Sambungan PVC,Bahan Logam dan PVC,Buah,5,11000,55000,1/5/2024
T1304,Cat Tembok,Cat,Kaleng,9,232000,2088000,1/1/2024
T1866,Cat Tembok,Cat,Kaleng,6,232000,1392000,1/8/2024
T2026,Pasir,Material Konstruksi,Meter Kubik,9,447000,4023000,1/5/2024
T1453,Pipa PVC,Bahan Logam dan PVC,Batang,2,50000,100000,1/5/2024
T1303,Sambungan PVC,Bahan Logam dan PVC,Buah,5,11000,55000,1/5/2024
T1497,Besi Beton,Bahan Logam dan PVC,Batang,7,101000,707000,1/5/2024
T1335,Kuas,Alat,Buah,7,18000,126000,1/5/2024
T1714,Sambungan PVC,Bahan Logam dan PVC,Buah,4,11000,44000,1/3/2024
T1140,Besi Beton,Bahan Logam dan PVC,Batang,5,101000,505000,1/6/2024
T1963,Cat Tembok,Cat,Kaleng,2,232000,464000,1/5/2024
T1105,Besi Beton,Bahan Logam dan PVC,Batang,3,101000,303000,1/4/2024
T1588,Pasir,Material Konstruksi,Meter Kubik,2,447000,894000,1/4/2024
T2062,Sambungan PVC,Bahan Logam dan PVC,Buah,7,11000,77000,1/7/2024
T1444,Pipa PVC,Bahan Logam dan PVC,Batang,1,50000,50000,1/8/2024
T1558,Besi Beton,Bahan Logam dan PVC,Batang,4,101000,404000,1/7/2024
T1725,Batu Bata,Material Konstruksi,Buah,6,1000,6000,1/9/2024
T1983,Sambungan PVC,Bahan Logam dan PVC,Buah,10,11000,110000,1/9/2024
T1719,Pipa PVC,Bahan Logam dan PVC,Batang,8,50000,400000,1/1/2024
T1049,Cat Kayu,Cat,Kaleng,4,89000,356000,1/8/2024
T1856,Cat Tembok,Cat,Kaleng,4,232000,928000,1/2/2024
T1992,Cat Tembok,Cat,Kaleng,4,232000,928000,1/7/2024
T1686,Pasir,Material Konstruksi,Meter Kubik,5,447000,2235000,1/1/2024
T1672,Cat Tembok,Cat,Kaleng,2,232000,464000,1/7/2024
T1661,Cat Kayu,Cat,Kaleng,1,89000,89000,1/5/2024
T1649,Cat Tembok,Cat,Kaleng,7,232000,1624000,1/9/2024
T1769,Sambungan PVC,Bahan Logam dan PVC,Buah,9,11000,99000,1/3/2024
T1636,Kuas,Alat,Buah,5,18000,90000,1/7/2024
T1458,Sambungan PVC,Bahan Logam dan PVC,Buah,1,11000,11000,1/7/2024
T1553,Pipa PVC,Bahan Logam dan PVC,Batang,3,50000,150000,1/7/2024
T1352,Besi Beton,Bahan Logam dan PVC,Batang,8,101000,808000,1/4/2024
T1647,Cat Tembok,Cat,Kaleng,9,232000,2088000,1/1/2024
T1998,Batu Bata,Material Konstruksi,Buah,9,1000,9000,1/4/2024
T1955,Semen,Material Konstruksi,Zak,2,63000,126000,1/5/2024
T1066,Cat Kayu,Cat,Kaleng,8,89000,712000,1/6/2024
T1726,Cat Tembok,Cat,Kaleng,6,232000,1392000,1/2/2024
T1353,Batu Bata,Material Konstruksi,Buah,1,1000,1000,1/7/2024
T1661,Besi Beton,Bahan Logam dan PVC,Batang,8,101000,808000,1/4/2024
T1310,Cat Kayu,Cat,Kaleng,9,89000,801000,1/9/2024
T1979,Kuas,Alat,Buah,1,18000,18000,1/3/2024
T1629,Kuas,Alat,Buah,3,18000,54000,1/5/2024
T1363,Besi Beton,Bahan Logam dan PVC,Batang,8,101000,808000,1/1/2024
T1405,Sambungan PVC,Bahan Logam dan PVC,Buah,5,11000,55000,1/2/2024
T1799,Pipa PVC,Bahan Logam dan PVC,Batang,7,50000,350000,1/1/2024
T1737,Cat Kayu,Cat,Kaleng,6,89000,534000,1/4/2024
T1113,Semen,Material Konstruksi,Zak,7,63000,441000,1/2/2024
T1769,Sambungan PVC,Bahan Logam dan PVC,Buah,5,11000,55000,1/9/2024
T1834,Sambungan PVC,Bahan Logam dan PVC,Buah,1,11000,11000,1/4/2024
T1310,Kuas,Alat,Buah,10,18000,180000,1/6/2024
T1142,Cat Tembok,Cat,Kaleng,6,232000,1392000,1/6/2024
T1489,Cat Kayu,Cat,Kaleng,4,89000,356000,1/1/2024
T1133,Batu Bata,Material Konstruksi,Buah,2,1000,2000,1/3/2024
T1072,Kuas,Alat,Buah,4,18000,72000,1/5/2024
T1858,Cat Tembok,Cat,Kaleng,2,232000,464000,1/2/2024
T1265,Cat Tembok,Cat,Kaleng,2,232000,464000,1/9/2024
T1252,Pasir,Material Konstruksi,Meter Kubik,9,447000,4023000,1/6/2024
T1094,Semen,Material Konstruksi,Zak,4,63000,252000,1/1/2024
T1898,Batu Bata,Material Konstruksi,Buah,4,1000,4000,1/3/2024
T2048,Sambungan PVC,Bahan Logam dan PVC,Buah,6,11000,66000,1/5/2024
T1916,Pasir,Material Konstruksi,Meter Kubik,8,447000,3576000,1/2/2024
T2035,Besi Beton,Bahan Logam dan PVC,Batang,9,101000,909000,1/4/2024
T1671,Pasir,Material Konstruksi,Meter Kubik,6,447000,2682000,1/2/2024
T1286,Kuas,Alat,Buah,3,18000,54000,1/3/2024
T1777,Cat Kayu,Cat,Kaleng,3,89000,267000,1/9/2024
T1456,Pasir,Material Konstruksi,Meter Kubik,2,447000,894000,1/7/2024
T1148,Cat Tembok,Cat,Kaleng,9,232000,2088000,1/9/2024
T1399,Cat Tembok,Cat,Kaleng,7,232000,1624000,1/1/2024
T1784,Besi Beton,Bahan Logam dan PVC,Batang,4,101000,404000,1/5/2024
T1819,Kuas,Alat,Buah,4,18000,72000,1/4/2024
T1767,Batu Bata,Material Konstruksi,Buah,7,1000,7000,1/3/2024
T1454,Kuas,Alat,Buah,6,18000,108000,1/5/2024
T1509,Batu Bata,Material Konstruksi,Buah,5,1000,5000,1/7/2024
T1245,Pasir,Material Konstruksi,Meter Kubik,5,447000,2235000,1/6/2024
T1900,Cat Kayu,Cat,Kaleng,10,89000,890000,1/1/2024
T1241,Cat Kayu,Cat,Kaleng,10,89000,890000,1/5/2024
T1172,Cat Kayu,Cat,Kaleng,2,89000,178000,1/4/2024
T1496,Semen,Material Konstruksi,Zak,3,63000,189000,1/5/2024
T1628,Besi Beton,Bahan Logam dan PVC,Batang,7,101000,707000,1/4/2024
T1623,Pasir,Material Konstruksi,Meter Kubik,4,447000,1788000,1/2/2024
T1553,Pipa PVC,Bahan Logam dan PVC,Batang,3,50000,150000,1/5/2024
T1191,Semen,Material Konstruksi,Zak,9,63000,567000,1/1/2024
T1424,Pipa PVC,Bahan Logam dan PVC,Batang,9,50000,450000,1/1/2024
T2033,Pasir,Material Konstruksi,Meter Kubik,1,447000,447000,1/2/2024
T1714,Pipa PVC,Bahan Logam dan PVC,Batang,5,50000,250000,1/7/2024
T1725,Pasir,Material Konstruksi,Meter Kubik,8,447000,3576000,1/8/2024
T1955,Semen,Material Konstruksi,Zak,1,63000,63000,1/7/2024
T1580,Pipa PVC,Bahan Logam dan PVC,Batang,3,50000,150000,1/1/2024
T2031,Kuas,Alat,Buah,5,18000,90000,1/8/2024
T1042,Sambungan PVC,Bahan Logam dan PVC,Buah,7,11000,77000,1/1/2024
T1663,Cat Tembok,Cat,Kaleng,8,232000,1856000,1/1/2024
T1276,Cat Kayu,Cat,Kaleng,4,89000,356000,1/8/2024
T1398,Besi Beton,Bahan Logam dan PVC,Batang,4,101000,404000,1/3/2024
T1539,Kuas,Alat,Buah,3,18000,54000,1/3/2024
T1349,Cat Kayu,Cat,Kaleng,5,89000,445000,1/6/2024
T1991,Pipa PVC,Bahan Logam dan PVC,Batang,10,50000,500000,1/1/2024
T1920,Pipa PVC,Bahan Logam dan PVC,Batang,8,50000,400000,1/9/2024
T1962,Pasir,Material Konstruksi,Meter Kubik,2,447000,894000,1/1/2024
T1168,Besi Beton,Bahan Logam dan PVC,Batang,4,101000,404000,1/9/2024
T1148,Kuas,Alat,Buah,2,18000,36000,1/4/2024
T1373,Pipa PVC,Bahan Logam dan PVC,Batang,2,50000,100000,1/5/2024
T1782,Pasir,Material Konstruksi,Meter Kubik,10,447000,4470000,1/1/2024
T1182,Pipa PVC,Bahan Logam dan PVC,Batang,2,50000,100000,1/9/2024
T1845,Sambungan PVC,Bahan Logam dan PVC,Buah,8,11000,88000,1/9/2024
T1413,Pasir,Material Konstruksi,Meter Kubik,6,447000,2682000,1/4/2024
T1685,Cat Kayu,Cat,Kaleng,3,89000,267000,1/1/2024
T1121,Pipa PVC,Bahan Logam dan PVC,Batang,5,50000,250000,1/7/2024
T1779,Kuas,Alat,Buah,1,18000,18000,1/9/2024
T2021,Pasir,Material Konstruksi,Meter Kubik,5,447000,2235000,1/5/2024
T1237,Pipa PVC,Bahan Logam dan PVC,Batang,8,50000,400000,1/7/2024
T1661,Kuas,Alat,Buah,6,18000,108000,1/9/2024
T1769,Batu Bata,Material Konstruksi,Buah,2,1000,2000,1/5/2024
T1087,Besi Beton,Bahan Logam dan PVC,Batang,2,101000,202000,1/6/2024
T1695,Cat Kayu,Cat,Kaleng,1,89000,89000,1/3/2024
T1022,Batu Bata,Material Konstruksi,Buah,3,1000,3000,1/7/2024
T1135,Sambungan PVC,Bahan Logam dan PVC,Buah,5,11000,55000,1/8/2024
T1514,Semen,Material Konstruksi,Zak,5,63000,315000,1/1/2024
T1873,Besi Beton,Bahan Logam dan PVC,Batang,8,101000,808000,1/2/2024
T1301,Sambungan PVC,Bahan Logam dan PVC,Buah,10,11000,110000,1/7/2024
T1111,Pasir,Material Konstruksi,Meter Kubik,9,447000,4023000,1/9/2024
T1597,Besi Beton,Bahan Logam dan PVC,Batang,4,101000,404000,1/6/2024
T2043,Semen,Material Konstruksi,Zak,9,63000,567000,1/3/2024
T1697,Kuas,Alat,Buah,6,18000,108000,1/4/2024
T1535,Besi Beton,Bahan Logam dan PVC,Batang,4,101000,404000,1/6/2024
T1821,Cat Tembok,Cat,Kaleng,10,232000,2320000,1/8/2024
T1201,Kuas,Alat,Buah,5,18000,90000,1/6/2024
T1940,Besi Beton,Bahan Logam dan PVC,Batang,9,101000,909000,1/4/2024
T1582,Semen,Material Konstruksi,Zak,7,63000,441000,1/4/2024
T1335,Cat Tembok,Cat,Kaleng,8,232000,1856000,1/7/2024
T1765,Besi Beton,Bahan Logam dan PVC,Batang,4,101000,404000,1/8/2024
T1158,Pasir,Material Konstruksi,Meter Kubik,2,447000,894000,1/3/2024
T1405,Semen,Material Konstruksi,Zak,3,63000,189000,1/8/2024
T1926,Batu Bata,Material Konstruksi,Buah,5,1000,5000,1/4/2024
T1182,Cat Tembok,Cat,Kaleng,4,232000,928000,1/1/2024
T1830,Kuas,Alat,Buah,1,18000,18000,1/4/2024
T2019,Semen,Material Konstruksi,Zak,9,63000,567000,1/6/2024
T1197,Semen,Material Konstruksi,Zak,1,63000,63000,1/4/2024
T1077,Besi Beton,Bahan Logam dan PVC,Batang,6,101000,606000,1/7/2024
T1836,Sambungan PVC,Bahan Logam dan PVC,Buah,10,11000,110000,1/9/2024
T1049,Besi Beton,Bahan Logam dan PVC,Batang,10,101000,1010000,1/3/2024
T1709,Semen,Material Konstruksi,Zak,6,63000,378000,1/1/2024
T1546,Cat Tembok,Cat,Kaleng,5,232000,1160000,1/3/2024
T1048,Cat Kayu,Cat,Kaleng,5,89000,445000,1/5/2024
T1637,Cat Kayu,Cat,Kaleng,4,89000,356000,1/7/2024
T1930,Kuas,Alat,Buah,2,18000,36000,1/1/2024
T1611,Pipa PVC,Bahan Logam dan PVC,Batang,9,50000,450000,1/6/2024
T1685,Sambungan PVC,Bahan Logam dan PVC,Buah,6,11000,66000,1/9/2024
T1984,Besi Beton,Bahan Logam dan PVC,Batang,8,101000,808000,1/4/2024
T1875,Cat Kayu,Cat,Kaleng,8,89000,712000,1/6/2024
T1269,Kuas,Alat,Buah,3,18000,54000,1/8/2024
T1204,Batu Bata,Material Konstruksi,Buah,10,1000,10000,1/6/2024
T1595,Sambungan PVC,Bahan Logam dan PVC,Buah,4,11000,44000,1/2/2024
T1195,Sambungan PVC,Bahan Logam dan PVC,Buah,5,11000,55000,1/2/2024
T1638,Semen,Material Konstruksi,Zak,7,63000,441000,1/2/2024
T1943,Pipa PVC,Bahan Logam dan PVC,Batang,4,50000,200000,1/7/2024
T1491,Cat Kayu,Cat,Kaleng,10,89000,890000,1/8/2024
T1313,Sambungan PVC,Bahan Logam dan PVC,Buah,5,11000,55000,1/5/2024
T1983,Pasir,Material Konstruksi,Meter Kubik,5,447000,2235000,1/1/2024
T1852,Cat Tembok,Cat,Kaleng,3,232000,696000,1/9/2024
T1628,Sambungan PVC,Bahan Logam dan PVC,Buah,1,11000,11000,1/4/2024
T1597,Sambungan PVC,Bahan Logam dan PVC,Buah,7,11000,77000,1/7/2024
T1572,Semen,Material Konstruksi,Zak,1,63000,63000,1/2/2024
T1176,Sambungan PVC,Bahan Logam dan PVC,Buah,7,11000,77000,1/1/2024
T1197,Pasir,Material Konstruksi,Meter Kubik,6,447000,2682000,1/2/2024
T1852,Semen,Material Konstruksi,Zak,10,63000,630000,1/5/2024
T1841,Pasir,Material Konstruksi,Meter Kubik,6,447000,2682000,1/2/2024
T1587,Cat Tembok,Cat,Kaleng,7,232000,1624000,1/8/2024
T1570,Pipa PVC,Bahan Logam dan PVC,Batang,6,50000,300000,1/3/2024
T1959,Cat Tembok,Cat,Kaleng,1,232000,232000,1/7/2024
T1382,Cat Kayu,Cat,Kaleng,4,89000,356000,1/4/2024
T1375,Besi Beton,Bahan Logam dan PVC,Batang,6,101000,606000,1/8/2024
T1627,Cat Kayu,Cat,Kaleng,6,89000,534000,1/9/2024
T2049,Pipa PVC,Bahan Logam dan PVC,Batang,10,50000,500000,1/1/2024
T2067,Pasir,Material Konstruksi,Meter Kubik,9,447000,4023000,1/1/2024
T1773,Besi Beton,Bahan Logam dan PVC,Batang,3,101000,303000,1/7/2024
T1600,Besi Beton,Bahan Logam dan PVC,Batang,7,101000,707000,1/2/2024
T1306,Cat Tembok,Cat,Kaleng,5,232000,1160000,1/8/2024
T1507,Pipa PVC,Bahan Logam dan PVC,Batang,8,50000,400000,1/9/2024
T1566,Besi Beton,Bahan Logam dan PVC,Batang,5,101000,505000,1/9/2024
T1553,Pipa PVC,Bahan Logam dan PVC,Batang,2,50000,100000,1/4/2024
T1774,Batu Bata,Material Konstruksi,Buah,2,1000,2000,1/3/2024
T1039,Cat Tembok,Cat,Kaleng,2,232000,464000,1/6/2024
T2014,Semen,Material Konstruksi,Zak,1,63000,63000,1/8/2024
T1259,Cat Kayu,Cat,Kaleng,5,89000,445000,1/6/2024
T1543,Batu Bata,Material Konstruksi,Buah,3,1000,3000,1/9/2024
T1574,Kuas,Alat,Buah,1,18000,18000,1/7/2024
T1669,Cat Kayu,Cat,Kaleng,5,89000,445000,1/2/2024
T1246,Besi Beton,Bahan Logam dan PVC,Batang,6,101000,606000,1/5/2024
T1352,Sambungan PVC,Bahan Logam dan PVC,Buah,3,11000,33000,1/4/2024
T1929,Sambungan PVC,Bahan Logam dan PVC,Buah,4,11000,44000,1/5/2024
T1645,Cat Tembok,Cat,Kaleng,9,232000,2088000,1/3/2024
T1942,Sambungan PVC,Bahan Logam dan PVC,Buah,2,11000,22000,1/9/2024
T1981,Cat Kayu,Cat,Kaleng,8,89000,712000,1/3/2024
T1189,Cat Kayu,Cat,Kaleng,8,89000,712000,1/1/2024
T1545,Cat Kayu,Cat,Kaleng,3,89000,267000,1/9/2024
T1952,Cat Tembok,Cat,Kaleng,2,232000,464000,1/7/2024
T1836,Batu Bata,Material Konstruksi,Buah,1,1000,1000,1/3/2024
T1892,Semen,Material Konstruksi,Zak,4,63000,252000,1/2/2024
T1935,Pasir,Material Konstruksi,Meter Kubik,3,447000,1341000,1/8/2024
T1200,Kuas,Alat,Buah,6,18000,108000,1/4/2024
T1854,Semen,Material Konstruksi,Zak,8,63000,504000,1/3/2024
T1142,Besi Beton,Bahan Logam dan PVC,Batang,10,101000,1010000,1/5/2024
T1948,Cat Tembok,Cat,Kaleng,9,232000,2088000,1/4/2024
T1550,Besi Beton,Bahan Logam dan PVC,Batang,1,101000,101000,1/9/2024
T1645,Cat Tembok,Cat,Kaleng,2,232000,464000,1/7/2024
T1557,Pasir,Material Konstruksi,Meter Kubik,8,447000,3576000,1/6/2024
T1839,Besi Beton,Bahan Logam dan PVC,Batang,5,101000,505000,1/3/2024
T1280,Cat Tembok,Cat,Kaleng,4,232000,928000,1/8/2024
T1613,Pipa PVC,Bahan Logam dan PVC,Batang,10,50000,500000,1/7/2024
T1082,Batu Bata,Material Konstruksi,Buah,9,1000,9000,1/3/2024
T1283,Cat Tembok,Cat,Kaleng,10,232000,2320000,1/4/2024
T1762,Kuas,Alat,Buah,9,18000,162000,1/7/2024
T1942,Sambungan PVC,Bahan Logam dan PVC,Buah,3,11000,33000,1/4/2024
T1675,Pipa PVC,Bahan Logam dan PVC,Batang,6,50000,300000,1/8/2024
T1319,Semen,Material Konstruksi,Zak,9,63000,567000,1/1/2024
T1088,Pipa PVC,Bahan Logam dan PVC,Batang,4,50000,200000,1/5/2024
T1333,Cat Tembok,Cat,Kaleng,9,232000,2088000,1/9/2024
T1987,Besi Beton,Bahan Logam dan PVC,Batang,4,101000,404000,1/8/2024
T1694,Pasir,Material Konstruksi,Meter Kubik,9,447000,4023000,1/1/2024
T1660,Cat Tembok,Cat,Kaleng,2,232000,464000,1/5/2024
T2012,Besi Beton,Bahan Logam dan PVC,Batang,5,101000,505000,1/9/2024
T2058,Sambungan PVC,Bahan Logam dan PVC,Buah,4,11000,44000,1/1/2024
T1479,Pasir,Material Konstruksi,Meter Kubik,8,447000,3576000,1/1/2024
T1331,Pipa PVC,Bahan Logam dan PVC,Batang,7,50000,350000,1/6/2024
T1025,Sambungan PVC,Bahan Logam dan PVC,Buah,3,11000,33000,1/4/2024
T1532,Batu Bata,Material Konstruksi,Buah,8,1000,8000,1/3/2024
T1504,Batu Bata,Material Konstruksi,Buah,4,1000,4000,1/3/2024
T1347,Besi Beton,Bahan Logam dan PVC,Batang,7,101000,707000,1/4/2024
T1853,Batu Bata,Material Konstruksi,Buah,3,1000,3000,1/2/2024
T1346,Pipa PVC,Bahan Logam dan PVC,Batang,2,50000,100000,1/7/2024
T1213,Sambungan PVC,Bahan Logam dan PVC,Buah,1,11000,11000,1/9/2024
T1572,Pasir,Material Konstruksi,Meter Kubik,1,447000,447000,1/6/2024
T1361,Pipa PVC,Bahan Logam dan PVC,Batang,3,50000,150000,1/1/2024
T1866,Sambungan PVC,Bahan Logam dan PVC,Buah,1,11000,11000,1/8/2024
T1652,Cat Tembok,Cat,Kaleng,4,232000,928000,1/6/2024
T1554,Semen,Material Konstruksi,Zak,1,63000,63000,1/4/2024
T1340,Semen,Material Konstruksi,Zak,10,63000,630000,1/5/2024
T1381,Semen,Material Konstruksi,Zak,10,63000,630000,1/9/2024
T1816,Sambungan PVC,Bahan Logam dan PVC,Buah,8,11000,88000,1/9/2024
T1818,Semen,Material Konstruksi,Zak,8,63000,504000,1/7/2024
T1396,Kuas,Alat,Buah,9,18000,162000,1/3/2024
T1018,Semen,Material Konstruksi,Zak,8,63000,504000,1/8/2024
T1444,Pipa PVC,Bahan Logam dan PVC,Batang,5,50000,250000,1/1/2024
T1519,Kuas,Alat,Buah,10,18000,180000,1/9/2024
T1849,Kuas,Alat,Buah,7,18000,126000,1/2/2024
T1989,Pasir,Material Konstruksi,Meter Kubik,4,447000,1788000,1/1/2024
T1484,Besi Beton,Bahan Logam dan PVC,Batang,2,101000,202000,1/3/2024
T1331,Pipa PVC,Bahan Logam dan PVC,Batang,4,50000,200000,1/3/2024
T1958,Sambungan PVC,Bahan Logam dan PVC,Buah,7,11000,77000,1/9/2024
T1909,Pasir,Material Konstruksi,Meter Kubik,3,447000,1341000,1/2/2024
T1712,Cat Tembok,Cat,Kaleng,6,232000,1392000,1/9/2024
T1453,Kuas,Alat,Buah,3,18000,54000,1/5/2024
T1386,Pasir,Material Konstruksi,Meter Kubik,6,447000,2682000,1/8/2024
T1267,Pasir,Material Konstruksi,Meter Kubik,1,447000,447000,1/3/2024
T1985,Semen,Material Konstruksi,Zak,7,63000,441000,1/5/2024
T1222,Cat Kayu,Cat,Kaleng,1,89000,89000,1/9/2024
T1276,Kuas,Alat,Buah,8,18000,144000,1/6/2024
T1610,Pasir,Material Konstruksi,Meter Kubik,4,447000,1788000,1/7/2024
T2053,Sambungan PVC,Bahan Logam dan PVC,Buah,5,11000,55000,1/2/2024
T1846,Cat Tembok,Cat,Kaleng,3,232000,696000,1/9/2024
T1559,Kuas,Alat,Buah,8,18000,144000,1/9/2024
T1678,Batu Bata,Material Konstruksi,Buah,4,1000,4000,1/2/2024
T1006,Pipa PVC,Bahan Logam dan PVC,Batang,5,50000,250000,1/4/2024
T1832,Cat Kayu,Cat,Kaleng,8,89000,712000,1/1/2024
T1913,Besi Beton,Bahan Logam dan PVC,Batang,3,101000,303000,1/3/2024
T1575,Semen,Material Konstruksi,Zak,1,63000,63000,1/5/2024
T1832,Pipa PVC,Bahan Logam dan PVC,Batang,2,50000,100000,1/4/2024
T1836,Semen,Material Konstruksi,Zak,2,63000,126000,1/8/2024
T1074,Pipa PVC,Bahan Logam dan PVC,Batang,3,50000,150000,1/4/2024
T1261,Batu Bata,Material Konstruksi,Buah,10,1000,10000,1/5/2024
T1124,Cat Kayu,Cat,Kaleng,10,89000,890000,1/5/2024
T1645,Cat Kayu,Cat,Kaleng,3,89000,267000,1/4/2024
T1368,Pasir,Material Konstruksi,Meter Kubik,9,447000,4023000,1/4/2024
T1067,Semen,Material Konstruksi,Zak,6,63000,378000,1/5/2024
T1304,Cat Kayu,Cat,Kaleng,9,89000,801000,1/2/2024
T1342,Batu Bata,Material Konstruksi,Buah,5,1000,5000,1/3/2024
T1761,Cat Tembok,Cat,Kaleng,10,232000,2320000,1/1/2024
T1299,Cat Kayu,Cat,Kaleng,5,89000,445000,1/7/2024
T1482,Besi Beton,Bahan Logam dan PVC,Batang,3,101000,303000,1/2/2024
T1508,Besi Beton,Bahan Logam dan PVC,Batang,3,101000,303000,1/1/2024
T1103,Cat Tembok,Cat,Kaleng,2,232000,464000,1/6/2024
T1761,Sambungan PVC,Bahan Logam dan PVC,Buah,8,11000,88000,1/3/2024
T1519,Cat Kayu,Cat,Kaleng,7,89000,623000,1/5/2024
T1163,Semen,Material Konstruksi,Zak,5,63000,315000,1/6/2024
T1266,Cat Tembok,Cat,Kaleng,5,232000,1160000,1/6/2024
T1394,Batu Bata,Material Konstruksi,Buah,5,1000,5000,1/7/2024
T2043,Cat Kayu,Cat,Kaleng,1,89000,89000,1/9/2024
T1882,Batu Bata,Material Konstruksi,Buah,1,1000,1000,1/3/2024
T2022,Besi Beton,Bahan Logam dan PVC,Batang,6,101000,606000,1/7/2024
